id_inventory_attachment;tipe_item;no_item;po_id;id_inventory_unit;attachment_id;sn_attachment;baterai_id;sn_baterai;charger_id;sn_charger;kondisi_fisik;kelengkapan;catatan_fisik;lokasi_penyimpanan;attachment_status;tanggal_masuk;catatan_inventory;created_at;updated_at;
;charger;C0249;;;;;;;55;227561E2503;Baik;Lengkap;LI 80V 200A SN : 227561E2503;Dae Young Apex (Dijual) mei 2025;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0249', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0250;;7743;;;;;55;227272E2503;Baik;Lengkap;LI 80V 200A SN : 227272E2503;Honda Precision Parts Manufacturing (HPPM) Cikampek;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7743' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0250', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0251;;7742;;;;;55;227260E2503;Baik;Lengkap;LI 80V 200A SN : 227260E2503;Honda Precision Parts Manufacturing (HPPM) Cikampek;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7742' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0251', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0252;;7745;;;;;55;231455E2503;Baik;Lengkap;LI 80V 200A SN : 231455E2503;Honda Precision Parts Manufacturing (HPPM) Cikampek;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7745' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0252', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0253;;;;;;;55;465825;Baik;Lengkap;48V SN : 465825;POOL;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0253', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0254;;7744;;;;;55;231007E2503;Baik;Lengkap;LI 80V 200A SN : 231007E2503;Honda Precision Parts Manufacturing (HPPM) Cikampek;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7744' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0254', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0255;;7741;;;;;55;227555E2503;Baik;Lengkap;LI 80V 200A SN : 227555E2503;Senopati Fujitrans Deltamas (Cianio);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7741' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0255', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0256;;7754;;;;;55;233913E2504;Baik;Lengkap;LI 80V 200A SN : 233913E2504;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7754' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0256', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0257;;7755;;;;;55;233895E2504;Baik;Lengkap;LI 80V 200A SN : 233895E2504;Kamadjaja (Kaldu sari Nabati Indonesia - Majalengka);IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7755' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0257', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0258;;7757;;;;;55;20250105V277;Baik;Lengkap;LI 24V 100A SN : 20250105V277;Sinotrans Cibitung / MM;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7757' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0258', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0259;;7756;;;;;55;237125E2504;Baik;Lengkap;LI 80V 200A SN : 237125E2504;Sinotrans Cibitung / MM;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7756' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0259', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0260;;7760;;;;;55;237127E2504;Baik;Lengkap;LI 80V 200A SN : 237127E2504;Oki Palembang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7760' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0260', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0261;;;;;;;55;3348722080243003;Baik;Lengkap;LI 48V 100A SN : 3348722080243003;Hab Dong Indo Cibitung;SPARE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0261', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0262;;7763;;;;;55;237377E2504;Baik;Lengkap;LI 80V 200A SN : 237377E2504;Oki Palembang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7763' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0262', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0263;;7762;;;;;55;237376E2504;Baik;Lengkap;LI 80V 200A SN : 237376E2504;Oki Palembang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7762' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0263', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0264;;;;;;;7;B54810000396;Baik;Lengkap;BAS STR48V 100A SN: B54810000396;POOL;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0264', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0265;;7774;;;;;55;237327E2504;Baik;Lengkap;LI 80V 200A SN : 237327E2504;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7774' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0265', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0266;;7775;;;;;55;SW2409030046;Baik;Lengkap;LI 24V 50A SN : SW2409030046;Kino Indonesia Tbk Sukabumi;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7775' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0266', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0267;;7245;;;;;55;233909E2504;Baik;Lengkap;LI 80V 200A SN : 233909E2504;Cipta Mapan Logistik (Indocement Tunggak Perkasa) Bogor (DIJUAL 7.10.24) UNILIFT;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7245' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0267', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0268;;7780;;;;;55;233720E2504;Baik;Lengkap;LI 80V 200A SN : 233720E2504;Java Seafood Indramayu;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7780' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0268', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0269;;;;;;;55;20250105V264;Baik;Lengkap;LI 24V 100A SN : 20250105V264;Khairindo Mitra Perkasa Dijual 5 jul 25;SOLD;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0269', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0270;;;;;;;55;20250105V247;Baik;Lengkap;LI 24V 100A SN : 20250105V247;Khairindo Mitra Perkasa Dijual 5 jul 25;SOLD;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0270', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0271;;;;;;;55;230334E2503;Baik;Lengkap;LI 80V 200A SN : 230334E2503;BERJAYANAWA (29-07-2025) DIJUAL;SOLD;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0271', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0272;;7796;;;;;55;20250105V266;Baik;Lengkap;LI 24V 100A SN : 20250105V266;Sinotrans Cibitung / MM;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7796' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0272', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0273;;7798;;;;;55;237313E2504;Baik;Lengkap;LI 80V 200A SN : 237313E2504;Duta Sentosa Yasa (Gdg Mr. DIY) Marunda;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7798' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0273', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0274;;7695;;;;;55;237390E2504;Baik;Lengkap;LI 80V 200A SN : 237390E2504;POS 5;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7695' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0274', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0275;;;;;;;55;;Baik;Lengkap;AUTOMATIC TYPE : 8522360;POOL;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0275', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0276;;7777;;;;;55;237381E2504;Baik;Lengkap;LI 80V 200A SN : 237381E2504;POS 5;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7777' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0276', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0277;;;;;;;55;237384E2504;Baik;Lengkap;LI 80V 200A SN : 237384E2504;DIJUAL PT. UNILIFT CAHAYA SEMESTA (11-07-2025);SOLD;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0277', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0278;;7786;;;;;55;233906E2504;Baik;Lengkap;LI 80V 200A SN : 233906E2504;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7786' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0278', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0279;;7788;;;;;55;241292E2505;Baik;Lengkap;LI 80V 200A SN : 241292E2505;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7788' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0279', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0280;;7789;;;;;55;241277E2505;Baik;Lengkap;LI 80V 200A SN : 241277E2505;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7789' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0280', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0281;;7787;;;;;55;237328E2504;Baik;Lengkap;LI 80V 200A SN : 237328E2504;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7787' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0281', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0282;;7792;;;;;55;237122E2504;Baik;Lengkap;LI 80V 200A SN : 237122E2504;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7792' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0282', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0283;;7793;;;;;55;233707E2504;Baik;Lengkap;LI 80V 200A SN : 233707E2504;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7793' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0283', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0284;;7785;;;;;55;230340E2503;Baik;Lengkap;LI 80V 200A SN : 230340E2503;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7785' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0284', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0285;;7783;;;;;55;222024E2502;Baik;Lengkap;LI 80V 200A SN : 222024E2502;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7783' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0285', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0286;;;;;;;7;BE4810000412;Baik;Lengkap;BAS EVO48V 100A SN:BE4810000412;POOL;AVAILABLE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0286', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0287;;7782;;;;;55;225425E2503;Baik;Lengkap;LI 80V 200A SN : 225425E2503;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7782' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0287', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0288;;7784;;;;;55;225426E2503;Baik;Lengkap;LI 80V 200A SN : 225426E2503;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7784' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0288', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0289;;7797;;;;;55;222020E2502;Baik;Lengkap;LI 80V 200A SN : 222020E2502;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7797' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0289', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
;charger;C0290;;7794;;;;;55;222023E2502;Baik;Lengkap;LI 80V 200A SN : 222023E2502;Pindodeli Perawang;IN_USE;;;;;"INSERT INTO inventory_attachment (tipe_item, no_item, po_id, id_inventory_unit, attachment_id, sn_attachment, baterai_id, sn_baterai, charger_id, sn_charger, kondisi_fisik, kelengkapan, catatan_fisik, lokasi_penyimpanan, attachment_status, catatan_inventory, created_at) VALUES ('battery', '', 1, (SELECT id_inventory_unit FROM inventory_unit WHERE no_unit = '7794' LIMIT 1), NULL, NULL, NULL, NULL, NULL, NULL, 'Baik', 'Lengkap', 'C0290', '', 'IN_USE', 'Ex-Pusat: charger', NOW());"
